国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,昆虫類,アカボシゴマダラ大陸亜種（名義タイプ亜種）,Hestina assimilis assimilis,1,分布拡大期～まん延期,1,,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,昆虫類,カンショオサゾウムシ,Rhabdoscelus obscurus,123,小笠原・南西諸島,124,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,その他の無脊椎動物,スクミリンゴガイ,Pomacea canaliculata,3,分布拡大期～まん延期,4,,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,その他の無脊椎動物,ラプラタリンゴガイ,Pomacea insulaｒum,3,分布拡大期～まん延期,4,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,その他の無脊椎動物,アフリカマイマイ,Achatina fulica,123,定着初期／限定分布,1234,,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,その他の無脊椎動物,ヨーロッパザラボヤ,Ascidiella aspersa,3,定着初期／限定分布,4,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,重点対策外来種,その他の無脊椎動物,ヤマヒタチオビ,Euglandina rosea,12,小笠原・南西諸島,12,,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,哺乳類,リスザル,Saimiri sciureus,4,定着初期／限定分布？,,,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,鳥類,コリンウズラ,Colinus virginianus,1,定着初期／限定分布,,,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,鳥類,コウライキジ（大陸産亜種）,Phasianus colchicus karpowi,3,分布拡大期～まん延期,,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,鳥類,コブハクチョウ,Cygnus olor,1,定着初期／限定分布,,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,鳥類,クロエリセイタカシギ,Himantopus mexicanus,1,分布拡大期～まん延期,,,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,鳥類,ワカケホンセイインコ,Psittacula krameri manillensis,1,定着初期／限定分布,,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,鳥類,シロガシラ,Pycnonotus sinensis ssp.,3,分布拡大期～まん延期,,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,鳥類,ヒゲガビチョウ,Garrulax cineraceus,4,分布拡大期～まん延期,,,未判定,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,爬虫類,ミナミイシガメ,Mauremys mutica mutica,4,定着初期／限定分布,,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,爬虫類,チュウゴクスッポン,Pelodiscus sinensis sinensis,1,定着初期／限定分布,,,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,爬虫類,スインホーキノボリトカゲ,Japalura swinhonis,4,定着初期／限定分布,,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,両生類,アフリカツメガエル,Xenopus laevis,4,定着初期／限定分布,,,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,魚類,オオタナゴ,Acheliognathus macropterus,1,定着初期／限定分布,,,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,魚類,ハクレン,Hypophthalmichthys molitrix,1,定着初期／限定分布,,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,魚類,コクレン,Aristichthys nobilis,1,定着初期／限定分布,,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,魚類,ソウギョ,Ctenopharhyngodon idellus,1,定着初期／限定分布,,,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,魚類,アオウオ,Mylopharyngodon piceus,14,定着初期／限定分布,,,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,魚類,カラドジョウ,Paramisgurnus dabryanus,14,分布拡大期～まん延期,,,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,魚類,コウライギギ,Pseudobagrus fulvidraco,4,定着初期／限定分布,,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,魚類,カワマス,Salvelinus fontinalis,1,定着初期／限定分布,,,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,魚類,ペヘレイ,Odontesthes bonariensis,14,定着初期／限定分布,,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,魚類,カワスズメ,Oreochromis mossambicus,1,定着初期／限定分布,,,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,魚類,ナイルティラピア,Oreochromis niloticus,1,定着初期／限定分布,,,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,魚類,ジルティラピア,Tilapia zillii,1,定着初期／限定分布,,,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,その他の総合対策外来種,魚類,パ－ルダニオ,Danio albolineatus,14,小笠原・南西諸島,,,,
